annee,guest_editor,nom_poete,titre_poeme,revue,nom_famille
2001,Robert Hass,Carolyn Kizer,The Ashes,The Texas Review,Kizer
2001,Robert Hass,Kenneth Koch,To World War Two,Harper's,Koch
2001,Robert Hass,Noelle Kocot,"Consolations Before an Affair, Upper West Side",Another Chicago Magazine,Kocot
2001,Robert Hass,John Koethe,Songs of the Valley,Southwest Review,Koethe
2001,Robert Hass,Yusef Komunyakaa,Seven Deadly Sins,Poetry,Komunyakaa
2001,Robert Hass,Mark Levine,Wedding Day,Northwest Review,Levine
2001,Robert Hass,Sarah Manguso,The Rider,American Letters & Commentary,Manguso
2001,Robert Hass,J. D. McClatchy,Tattoos,The Paris Review,McClatchy
2001,Robert Hass,Colleen J. McElroy,Mae West Chats It Up with Bessie Smith,Crab Orchard Review,McElroy
2001,Robert Hass,Heather McHugh,My One,jubilat,McHugh
2001,Robert Hass,Harryette Mullen,Music for Homemade Instruments,Facture,Mullen
2001,Robert Hass,Carol Muske Dukes,Our Kitty,Evansville Review,Dukes
2001,Robert Hass,Alice Notley,Where Leftover Misery Goes,Chain,Notley
2001,Robert Hass,Sharon Olds,His Costume,The New Yorker,Olds
2001,Robert Hass,Kathleen Ossip,The Nature of Things,Barrow Street,Ossip
2001,Robert Hass,Grace Paley,Here,The Massachusetts Review,Paley
2001,Robert Hass,Michael Palmer,Untitled (February  2000),Conjunctions,Palmer
2001,Robert Hass,John Peck,"A Metal Denser Than, and Liquid",AGNI,Peck
2001,Robert Hass,Lucia Perillo,The Ghost Shirt,Pequod,Perillo
2001,Robert Hass,Carl Phillips,The Clearing,Callaloo,Phillips
2001,Robert Hass,Robert Pinsky,Jersey Rain,The Atlantic Monthly,Pinsky
2001,Robert Hass,Claudia Rankine,A short narrative of breasts and womb in service of Plot entitled,Verse,Rankine
2001,Robert Hass,Adrienne Rich,Architect,The Paris Review,Rich
2001,Robert Hass,James Richardson,Vectors: Forty-five Aphorisms and Ten-second Essays,Ploughshares,Richardson
2001,Robert Hass,Rachel Rose,"""What We Heard About the Japanese"" and ""What the Japanese Perhaps Heard""",Verse,Rose
2001,Robert Hass,Mary Ruefle,Furtherness,American Letters & Commentary,Ruefle
2001,Robert Hass,James Schuyler,Along Overgrown Paths,The New Yorker,Schuyler
2001,Robert Hass,Charles Simic,Night Picnic,Boston Review,Simic
2001,Robert Hass,Susan Stewart,Apple,TriQuarterly,Stewart
2001,Robert Hass,Larissa Szporluk,Meteor,The Journal,Szporluk
2001,Robert Hass,James Tate,The Diagnosis,LIT,Tate
2001,Robert Hass,Bernard Welt,I stopped writing poetry...,The Antioch Review,Welt
2001,Robert Hass,Dean Young,Sources of the Delaware,Volt,Young
2001,Robert Hass,Rachel Zucker,In Your Version of Heaven I Am Younger,American Poetry Review,Zucker
2002,Robert Creeley,Rae Armantrout,Up to Speed,Chicago Review,Armantrout
2002,Robert Creeley,John Ashbery,The Pearl Fishers,Verse,Ashbery
2002,Robert Creeley,Amiri Baraka,The Golgotha Local,Skanky Possom,Baraka
2002,Robert Creeley,Charles Bernstein,12²,Slope,Bernstein
2002,Robert Creeley,Anselm Berrigan,from Zero Star Hotel,Bombay Gin,Berrigan
2002,Robert Creeley,Frank Bidart,Injunction,Ploughshares,Bidart
2002,Robert Creeley,Jenny Boully,The Body,Seneca Review,Boully
2002,Robert Creeley,T. Alan Broughton,Ballad of the Comely Woman,Beloit Poetry Journal,Broughton
2002,Robert Creeley,Michael Burkard,What I Threw into the Grave,jubilat,Burkard
2002,Robert Creeley,Anne Carson,"Opposed Glimpse of Alice James, Garth James, Henry James, Robertson James and William James",The Threepenny Review,Carson
2002,Robert Creeley,Elizabeth Biller Chapman,On the Screened Porch,Poetry,Chapman
2002,Robert Creeley,Tom Clark,Lullaby for Cuckoo,Skanky Possom,Clark
2002,Robert Creeley,Peter Cooley,Corpus Delicti,Pleiades,Cooley
2002,Robert Creeley,Clark Coolidge,Traced Red Dot,New American Writing,Coolidge
2002,Robert Creeley,Ruth Danon,Long after (Mallarmé),3rd Bed,Danon
2002,Robert Creeley,Diane di Prima,Midsummer,Barrow Street,Prima
2002,Robert Creeley,Theodore Enslin,Moon Cornering,Chicago Review,Enslin
2002,Robert Creeley,Elaine Equi,O Patriarchy,Skanky Possom,Equi
2002,Robert Creeley,Clayton Eshleman,Animals out of the Snow,Skanky Possom,Eshleman
2002,Robert Creeley,Norman Finkelstein,Drones and Chants,Hambone,Finkelstein
2002,Robert Creeley,Jeffrey Franklin,To a Student Who Reads 'The Second Coming' as Sexual Autobiography,New England Review,Franklin
2002,Robert Creeley,Benjamin Friedlander,Independence Day,Can We Have Our Ball Back?,Friedlander
2002,Robert Creeley,Gene Frumkin,Surreal Love Life,Hambone,Frumkin
2002,Robert Creeley,Forrest Gander,Carried Across,The Kenyon Review,Gander
2002,Robert Creeley,Peter Gizzi,Beginning with a Phrase from Simone Weil,Boston Review,Gizzi
2002,Robert Creeley,Louise Glück,Reunion,Slate,Glück
2002,Robert Creeley,Albert Goldbarth,The Gold Star,The Antioch Review,Goldbarth
2002,Robert Creeley,Donald Hall,Affirmation,The New Yorker,Hall
2002,Robert Creeley,Michael S. Harper,TCAT serenade: 4 4 98 (New Haven),Harvard Review,Harper
2002,Robert Creeley,Everett Hoagland,you: should be shoo be,Crux,Hoagland
2002,Robert Creeley,Fanny Howe,9/11/2001,Can We Have Our Ball Back?,Howe
2002,Robert Creeley,Ronald Johnson,"""Poem"" (""across dark stream"")",Hambone,Johnson
2002,Robert Creeley,Maxine Kumin,Flying,Connecticut Review,Kumin
2002,Robert Creeley,Bill Kushner,Great,Boondoggle,Kushner
2002,Robert Creeley,Joseph Lease,"""Broken World"" (For James Assatly)",Colorado Review,Lease
2002,Robert Creeley,Timothy Liu,Felix Culpa,Ploughshares,Liu
2002,Robert Creeley,Mộng-Lan,Trail,jubilat,Mộng-Lan
2002,Robert Creeley,Jackson Mac Low,And Even You Elephants? (Stein 139/Titles 35),Deluxe Rubber Chicken,Low
2002,Robert Creeley,Nathaniel Mackey,On Antiphon Island,jubilat,Mackey
2002,Robert Creeley,Steve Malmude,Perfect Front Door,The Hat,Malmude
2002,Robert Creeley,Sarah Manguso,Address to Winnie in Paris,jubilat,Manguso
2002,Robert Creeley,Harry Mathews,Butter & Eggs,Boston Review,Mathews
2002,Robert Creeley,Duncan McNaughton,The quarry (1-13),Hambone,McNaughton
2002,Robert Creeley,W. S. Merwin,To My Father's Houses,The New York Review of Books,Merwin
2002,Robert Creeley,Philip Metres,Ashberries: Letters,New England Review,Metres
2002,Robert Creeley,Jennifer Moxley,Behind the Orbits,Pressed Wafer,Moxley
2002,Robert Creeley,Eileen Myles,Sympathy,American Poetry Review,Myles
2002,Robert Creeley,Maggie Nelson,Sunday Night,The Hat,Nelson
2002,Robert Creeley,Charles North,Sonnet,Boston Review,North
2002,Robert Creeley,Alice Notley,Haunt,Pharos,Notley
2002,Robert Creeley,D. Nurkse,Snapshot from Niagara,Barrow Street,Nurkse
2002,Robert Creeley,Sharon Olds,Frontis Nulla Fides,Ploughshares,Olds
2002,Robert Creeley,George Oppen,Twenty-six Fragments,Facture,Oppen
2002,Robert Creeley,Jena Osman,Starred Together,Hambone,Osman
2002,Robert Creeley,Carl Phillips,Fretwork,The Threepenny Review,Phillips
2002,Robert Creeley,Pam Rehm,'A roof is no guarantee...',Chicago Review,Rehm
2002,Robert Creeley,Adrienne Rich,Ends of the Earth,American Poetry Review,Rich
2002,Robert Creeley,Corinne Robins,Les Demoiselles d'Avignon,Talisman: A Journal of Contemporary Poetry and Poetics,Robins
2002,Robert Creeley,Elizabeth Robinson,Tenets of Roots and Trouble,Hambone,Robinson
2002,Robert Creeley,Ira Sadoff,Self-Portrait with Critic,AGNI,Sadoff
2002,Robert Creeley,Hugh Seidman,I Do Not Know Myself,Poetry,Seidman
2002,Robert Creeley,Reginald Shepherd,"You Also, Nightingale",New England Review,Shepherd
2002,Robert Creeley,Ron Silliman,"For Larry Eigner, Silent",Facture,Silliman
2002,Robert Creeley,Dale Smith,Poem after Haniel Long,Mungo vs. Ranger,Smith
2002,Robert Creeley,Gustaf Sobin,In Way of Introduction,Hambone,Sobin
2002,Robert Creeley,Juliana Spahr,Some of We and the Land That Was Never Ours,Chicago Review,Spahr
2002,Robert Creeley,John Taggart,Call,The Café Review,Taggart
2002,Robert Creeley,Sam Truitt,"from ""Raton Rex, Part I""",Boston Review,Truitt
2002,Robert Creeley,Jean Valentine,Do flies remember us,Colorado Review,Valentine
2002,Robert Creeley,Lewis Warsh,Eye Contact,The Hat,Warsh
2002,Robert Creeley,Claire Nicolas White,"Return to Saint Odilienberg, Easter 2000",Witness,White
2002,Robert Creeley,Nathan Whiting,In Charge,Hanging Loose,Whiting
2002,Robert Creeley,Dara Wier,Illumined with the Light of Fitfully Burning Censers,Volt,Wier
2002,Robert Creeley,Charles Wright,Nostalgia II,Ploughshares,Wright
2002,Robert Creeley,John Yau,A Sheath of Pleasant Voices,Verse,Yau
2003,Yusef Komunyakaa,Jonathan Aaron,The End of Out of the Past,The London Review of Books,Aaron
2003,Yusef Komunyakaa,Beth Anderson,from A Locked Room,Poetry Project Newsletter,Anderson
2003,Yusef Komunyakaa,Nin Andrews,Dedicated to the One I Love,Gargoyle,Andrews
2003,Yusef Komunyakaa,Wendell Berry,Some Further Words,American Poetry Review,Berry
2003,Yusef Komunyakaa,Frank Bidart,Curse,The Threepenny Review,Bidart
2003,Yusef Komunyakaa,Diann Blakely,Rambling on My Mind,Bomb,Blakely
2003,Yusef Komunyakaa,Bruce Bond,Art Tatum,The Paris Review,Bond
2003,Yusef Komunyakaa,Catherine Bowman,from 1000 Lines,TriQuarterly,Bowman
2003,Yusef Komunyakaa,Rosemary Catacalos,Perfect Attendance:  Short Subjects Made from the Staring Photos of Strangers,The Progressive,Catacalos
2003,Yusef Komunyakaa,Joshua Clover,Aeon Flux:June,Ploughshares,Clover
2003,Yusef Komunyakaa,Billy Collins,Litany,Poetry,Collins
2003,Yusef Komunyakaa,Michael S. Collins,Six Sketches: When a Soul Breaks,Callaloo,Collins
2003,Yusef Komunyakaa,Carl Dennis,World History,Poetry,Dennis
2003,Yusef Komunyakaa,Susan Dickman,Skin,Rhino,Dickman
2003,Yusef Komunyakaa,Rita Dove,Fox Trot Fridays,Callaloo,Dove
2003,Yusef Komunyakaa,Stephen Dunn,Open Door Blues,Brilliant Corners,Dunn
2003,Yusef Komunyakaa,Stuart Dybek,Journal,Tin House,Dybek
2003,Yusef Komunyakaa,Charles Fort,The Vagrant Hours,Mississippi Review,Fort
2003,Yusef Komunyakaa,James Galvin,Ponderosa,Boston Review,Galvin
2003,Yusef Komunyakaa,Amy Gerstler,An Offer Received in This Morning's Mail:,American Poetry Review,Gerstler
2003,Yusef Komunyakaa,Louise Glück,Landscape,The Threepenny Review,Glück
2003,Yusef Komunyakaa,Michael Goldman,Report on Human Beings,Ontario Review,Goldman
2003,Yusef Komunyakaa,Ray Gonzalez,Max Jacob's Shoes,New American Writing,Gonzalez
2003,Yusef Komunyakaa,Linda Gregg,Beauty,The New Yorker,Gregg
2003,Yusef Komunyakaa,Mark Halliday,The Opaque,Colorado Review,Halliday
2003,Yusef Komunyakaa,Michael S. Harper,Rhythmic Arrangements (on prosody),LUNA,Harper
2003,Yusef Komunyakaa,Matthea Harvey,Sad Little Breathing Machine,Verse,Harvey
2003,Yusef Komunyakaa,George Higgins,Villanelle,88,Higgins
2003,Yusef Komunyakaa,Edward Hirsch,The Desire Manuscripts,The Paris Review,Hirsch
2003,Yusef Komunyakaa,Tony Hoagland,Summer Night,88,Hoagland
2003,Yusef Komunyakaa,Richard Howard,Success,The New Yorker,Howard
2003,Yusef Komunyakaa,Rodney Jones,Ten Sighs from a Sabbatical,Five Points,Jones
2003,Yusef Komunyakaa,Joy Katz,Some Rain,Pleiades,Katz
2003,Yusef Komunyakaa,Brigit Pegeen Kelly,The Dragon,New England Review,Kelly
2003,Yusef Komunyakaa,Galway Kinnell,When the Towers Fell,The New Yorker,Kinnell
2003,Yusef Komunyakaa,Carolyn Kizer,After Horace,Poetry,Kizer
2003,Yusef Komunyakaa,Jennifer L. Knox,Love Blooms at Chimsbury After the War,Field,Knox
2003,Yusef Komunyakaa,Kenneth Koch,Proverb,The New York Review of Books,Koch
2003,Yusef Komunyakaa,John Koethe,Y2K (1933),Pleiades,Koethe
2003,Yusef Komunyakaa,Ted Kooser,In the Hall of Bones,Third Coast,Kooser
2003,Yusef Komunyakaa,Philip Levine,The Music of Time,Rattle,Levine
2003,Yusef Komunyakaa,J. D. McClatchy,Jihad,Poetry,McClatchy
2003,Yusef Komunyakaa,W. S. Merwin,To Zbigniew Herbert's Bicycle,The New Yorker,Merwin
2003,Yusef Komunyakaa,Heather Moss,Dear Alter Ego,Croonenbergh's Fly,Moss
2003,Yusef Komunyakaa,Stanley Moss,A History of Color,American Poetry Review,Moss
2003,Yusef Komunyakaa,Paul Muldoon,The Loaf,The New York Review of Books,Muldoon
2003,Yusef Komunyakaa,Peggy Munson,Four Deaths That Happened Daily,Spoon River Poetry Review,Munson
2003,Yusef Komunyakaa,Marilyn Nelson,Asparagus,Rattapallax,Nelson
2003,Yusef Komunyakaa,Daniel Nester,Poem for the Novelist Whom I Forced to Write a Poem,Spinning Jenny,Nester
2003,Yusef Komunyakaa,Naomi Shihab Nye,What Happened to Everybody,LUNA,Nye
2003,Yusef Komunyakaa,Ishle Yi Park,Queen Min Bi,Barrow Street,Park
2003,Yusef Komunyakaa,Robert Pinsky,Anniversary,The Washington Post Magazine,Pinsky
2003,Yusef Komunyakaa,Kevin Prufer,What the Paymaster Said,Witness,Prufer
2003,Yusef Komunyakaa,Ed Roberson,Sequoia sempervirens,Callaloo,Roberson
2003,Yusef Komunyakaa,Vijay Seshadri,The Disappearances,The New Yorker,Seshadri
2003,Yusef Komunyakaa,Alan Shapiro,Sleet,Third Coast,Shapiro
2003,Yusef Komunyakaa,Myra Shapiro,"For Nazim Hikmet in the Old Prison, Now a Four Seasons Hotel",Rattapallax,Shapiro
2003,Yusef Komunyakaa,Bruce Smith,Song with a Child's Pacifier in It,Boston Review,Smith
2003,Yusef Komunyakaa,Charlie Smith,There's Trouble Everywhere,Poetry,Smith
2003,Yusef Komunyakaa,Maura Stanton,Translating,Mid-American Review,Stanton
2003,Yusef Komunyakaa,Ruth Stone,Lines,PMS,Stone
2003,Yusef Komunyakaa,James Tate,The Restaurant Business,New American Writing,Tate
2003,Yusef Komunyakaa,William Tremblay,The Lost Boy,LUNA,Tremblay
2003,Yusef Komunyakaa,Natasha Trethewey,After Your Death,New England Review,Trethewey
2003,Yusef Komunyakaa,David Wagoner,On Being Asked to Discuss Poetic Theory,88,Wagoner
2003,Yusef Komunyakaa,Ronald Wallace,In a Rut,Poetry Northwest,Wallace
2003,Yusef Komunyakaa,Lewis Warsh,Premonition,The World,Warsh
2003,Yusef Komunyakaa,Susan Wheeler,In Sky,Boston Review,Wheeler
2003,Yusef Komunyakaa,Richard Wilbur,Man Running,The New Yorker,Wilbur
2003,Yusef Komunyakaa,C. K.  Williams,The World,The New Yorker,Williams
2003,Yusef Komunyakaa,Terence Winch,My Work,New American Writing,Winch
2003,Yusef Komunyakaa,David Wojahn,Scrabble with Matthews,Poetry,Wojahn
2003,Yusef Komunyakaa,Robert Wrigley,Clemency,The Kenyon Review,Wrigley
2003,Yusef Komunyakaa,Anna Ziegler,"After the Opening, 1932",The Threepenny Review,Ziegler
2003,Yusef Komunyakaa,Ahmos Zu-Bolton II,Reading the Bones: a Blackjack Moses nightmare,American Poetry Review,II
2004,Lyn Hejinian,Kim Addonizio,Chicken,Five Points,Addonizio
2004,Lyn Hejinian,from,Solea of the Simooms,No: a journal of the arts,from
2004,Lyn Hejinian,from,Dang Me,SHINY,from
2004,Lyn Hejinian,Rae Armantrout,Almost,Mississippi Review,Armantrout
2004,Lyn Hejinian,Craig Arnold,Your friend's arriving on the bus,Open City,Arnold
2004,Lyn Hejinian,John Ashbery,Wolf Ridge,Conjunctions,Ashbery
2004,Lyn Hejinian,Mary Jo Bang,The Eye Like a Strange Balloon Mounts Toward Infinity,Ploughshares,Bang
2004,Lyn Hejinian,Alan Bernheimer,20 Questions,"SHINY, The Forward",Bernheimer
2004,Lyn Hejinian,Charles Bernstein,Sign Under Test,Michigan Quarterly Review,Bernstein
2004,Lyn Hejinian,Anselm Berrigan,Token Enabler,Rattapallax,Berrigan
2004,Lyn Hejinian,from,Blasted Fields of Clover Bring Harrowing and Regretful Sighs,Boston Review,from
2004,Lyn Hejinian,Oni Buchanan,The Walk,Conduit,Buchanan
2004,Lyn Hejinian,Michael Burkard,a cloud of dusk,Lyric,Burkard
2004,Lyn Hejinian,Anne Carson,Gnosticism,The New Yorker,Carson
2004,Lyn Hejinian,T.J. Clark,Landscape with a Calm,The Threepenny Review,Clark
2004,Lyn Hejinian,Billy Collins,The Centrifuge,Fulcrum,Collins
2004,Lyn Hejinian,Jack Collom,3-4-00,Ecopoetics,Collom
2004,Lyn Hejinian,Michael Costello,Ode to My lint and Boom Bolivia,Columbia Poetry Review,Costello
2004,Lyn Hejinian,Michael Davidson,Bad Modernism,No: a journal of the arts,Davidson
2004,Lyn Hejinian,Olena Kalytiak Davis,"You Art A Scholar, Horation, Speak To It",Tin House,Davis
2004,Lyn Hejinian,Jean Day,Prose of the World Order,26: A Journal of Poetry and Poetics,Day
2004,Lyn Hejinian,Linh Dinh,13,American Poetry Review,Dinh
2004,Lyn Hejinian,Rita Dove,All Souls,The New Yorker,Dove
2004,Lyn Hejinian,Rachel Blau DuPlessis,Draft 55:Quiptych,Conjunctions,DuPlessis
2004,Lyn Hejinian,kari edwards,short sorry,Aufgabe,edwards
2004,Lyn Hejinian,Kenward Elmslie,Sibling Rivalry,New American Writing,Elmslie
2004,Lyn Hejinian,Aaron Fogel,"337,000, December, 2000",Pataphysics,Fogel
2004,Lyn Hejinian,Ariel Greenberg,Saints,The Canary,Greenberg
2004,Lyn Hejinian,Ted Greenwald,Anyway,SHINY,Greenwald
2004,Lyn Hejinian,Barbara Guest,Nostalgia of the Infinite,No: a journal of the arts,Guest
2004,Lyn Hejinian,from,Baby,Sal Mimeo,from
2004,Lyn Hejinian,Jane Hirshfield,Poe: An Assay (I),The Threepenny Review,Hirshfield
2004,Lyn Hejinian,John Hollander,For Fiddle-De-Dee,Hotel Amerika,Hollander
2004,Lyn Hejinian,Fanny Howe,Catholic,Chicago Review,Howe
2004,Lyn Hejinian,Kenneth Irby,[Record],No: a journal of the arts,Irby
2004,Lyn Hejinian,from,Urban Renewal,Provincetown Arts,from
2004,Lyn Hejinian,Marc Jaffee,King of Repetition,Hanging Loose,Jaffee
2004,Lyn Hejinian,Kenneth Koch,The Man,SHINY,Koch
2004,Lyn Hejinian,John Koethe,To an Audience,TriQuarterly,Koethe
2004,Lyn Hejinian,Yusef Komunyakaa,Ignis Fatuus,The New Republic,Komunyakaa
2004,Lyn Hejinian,Sean Manzano Labrador,The Dark Continent,Rapidfeed,Labrador
2004,Lyn Hejinian,Ann Lauterbach,After Mahler,No: a journal of the arts,Lauterbach
2004,Lyn Hejinian,Nathaniel Mackey,Sound and Cerement,Hotel Amerika,Mackey
2004,Lyn Hejinian,Harry Mathews,Lateral Disregard,SHINY,Mathews
2004,Lyn Hejinian,Steve McCaffery,Some Versions of Pastoral,TriQuarterly,McCaffery
2004,Lyn Hejinian,K. Silem Mohammad,Mars Needs Terrorists,Kiosk,Mohammad
2004,Lyn Hejinian,Erín Moure,8 Little Theatres of the Cornices,No: a journal of the arts,Moure
2004,Lyn Hejinian,Paul Muldoon,The Last Time I Saw Chris,The New Yorker,Muldoon
2004,Lyn Hejinian,Eileen Myles,No Rewriting,Mississippi Review,Myles
2004,Lyn Hejinian,Alice Notley,State of the Union,Columbia Poetry Review,Notley
2004,Lyn Hejinian,Jeni Olin,Blue Collar Holiday,Hanging Loose,Olin
2004,Lyn Hejinian,Danielle Pafunda,RSVP,Pleiades,Pafunda
2004,Lyn Hejinian,Heidi Peppermint,Real Toads,La Petite Zine,Peppermint
2004,Lyn Hejinian,Bob Perelman,Here 2,DCPoetry Anthology 2003,Perelman
2004,Lyn Hejinian,Carl Phillips,Pleasure,Tin House,Phillips
2004,Lyn Hejinian,Robert Pinsky,Samba,The Threepenny Review,Pinsky
2004,Lyn Hejinian,Carl Rakosi,In the First Circle of Limbo,American Poetry Review,Rakosi
2004,Lyn Hejinian,Ed Roberson,Ideas Gray Suits Bowler Hats Baal,Chicago Review,Roberson
2004,Lyn Hejinian,Kit Robinson,The 3D Matchmove Artist,DCPoetry Anthology 2003,Robinson
2004,Lyn Hejinian,Carly Sachs,the story,PMS,Sachs
2004,Lyn Hejinian,Jennifer Scappettone,III,Boston Review,Scappettone
2004,Lyn Hejinian,Frederick Seidel,Love Song,Fence,Seidel
2004,Lyn Hejinian,David Shapiro,A Burning Interior,SHINY,Shapiro
2004,Lyn Hejinian,Ron Silliman,Compliance Engineering,Antennae,Silliman
2004,Lyn Hejinian,Bruce Smith,Song of the Ransom of the Dark,POOL,Smith
2004,Lyn Hejinian,Brian Kim Stefans,They're Putting a New Door In,Boston Review,Stefans
2004,Lyn Hejinian,Gerald Stern,Dog That I Am,Lyric,Stern
2004,Lyn Hejinian,Virgil Suarez,La Florida,New England Review,Suarez
2004,Lyn Hejinian,Arthur Sze,Acanthus,The Butcher Shop,Sze
2004,Lyn Hejinian,James Tate,Bounden Duty,American Poetry Review,Tate
2004,Lyn Hejinian,Edwin Torres,The Theorist Has No Samba!,Van Gogh's Ear,Torres
2004,Lyn Hejinian,Rodrigo Toscano,Meditatio Lectoris,Kiosk,Toscano
